"ID";"global_id";"Name";"AdmArea";"District";"ParkName";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"Latitude_WGS84";"geodata_center";"geoarea";
"91";"46813363";"Точка доступа №91";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569492";"55.899756";"";"";
"92";"46813364";"Точка доступа №92";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569636";"55.899468";"";"";
"93";"46813365";"Точка доступа №93";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569497";"55.899289";"";"";
"94";"46813367";"Точка доступа №94";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569327";"55.899241";"";"";
"95";"46813368";"Точка доступа №95";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568624";"55.899161";"";"";
"96";"46813370";"Точка доступа №96";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569289";"55.899256";"";"";
"97";"46813371";"Точка доступа №97";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.5692321";"55.899354";"";"";
"98";"46813373";"Точка доступа №98";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.572822";"55.900508";"";"";
"99";"46813374";"Точка доступа №99";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.572348";"55.900094";"";"";
"100";"46813375";"Точка доступа №100";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.572949";"55.900020";"";"";
"101";"46813377";"Точка доступа №101";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.573277";"55.899793";"";"";
"102";"46813378";"Точка доступа №102";"Северо-Восточный административный округ";"район Лианозово";"ГАУК города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.573358";"55.898596";"";"";
"103";"46813381";"Точка доступа №103";"Северо-Восточный административный округ";"Лосиноостровский район";"ГАУК города Москвы «Парк культуры и отдыха «Бабушкинский»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.681585";"55.866711";"";"";
"104";"46813382";"Точка доступа №104";"Северо-Восточный административный округ";"Лосиноостровский район";"ГАУК города Москвы «Парк культуры и отдыха «Бабушкинский»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.682291";"55.866575";"";"";
"105";"46813384";"Точка доступа №105";"Северо-Восточный административный округ";"Лосиноостровский район";"ГАУК города Москвы «Парк культуры и отдыха «Бабушкинский»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.682588";"55.867336";"";"";
"106";"46813385";"Точка доступа №106";"Северо-Восточный административный округ";"Лосиноостровский район";"ГАУК города Москвы «Парк культуры и отдыха «Бабушкинский»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.683048";"55.867602";"";"";
"107";"46813387";"Точка доступа №107";"Северо-Восточный административный округ";"Лосиноостровский район";"ГАУК города Москвы «Парк культуры и отдыха «Бабушкинский»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.684009";"55.868166";"";"";
"108";"46813388";"Точка доступа №108";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.764286";"55.693831";"";"";
"109";"46813390";"Точка доступа №109";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.764789";"55.693782";"";"";
"110";"46813391";"Точка доступа №110";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.765131";"55.693627";"";"";
"111";"46813392";"Точка доступа №111";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766689";"55.694066";"";"";
"112";"46813394";"Точка доступа №112";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766683";"55.694364";"";"";
"113";"46813395";"Точка доступа №113";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.765731";"55.694439";"";"";
"114";"46813397";"Точка доступа №114";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.765578";"55.693758";"";"";
"115";"46813398";"Точка доступа №115";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766136";"55.693732";"";"";
"116";"46813399";"Точка доступа №116";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766323";"55.693891";"";"";
"117";"46813401";"Точка доступа №117";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768742";"55.693908";"";"";
"118";"46813403";"Точка доступа №118";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769175";"55.693744";"";"";
"119";"46813405";"Точка доступа №119";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.770089";"55.694606";"";"";
"120";"46813406";"Точка доступа №120";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769821";"55.694292";"";"";
"121";"46813408";"Точка доступа №121";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769558";"55.694543";"";"";
"122";"46813409";"Точка доступа №122";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769215";"55.694658";"";"";
"123";"46813410";"Точка доступа №123";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769489";"55.69501";"";"";
"124";"46813412";"Точка доступа №124";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768175";"55.695218";"";"";
"125";"46813413";"Точка доступа №125";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768275";"55.695463";"";"";
"126";"46813415";"Точка доступа №126";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.769618";"55.695542";"";"";
"127";"46813416";"Точка доступа №127";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768275";"55.695463";"";"";
"128";"46813418";"Точка доступа №128";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768603";"55.694419";"";"";
"129";"46813419";"Точка доступа №129";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.768642";"55.695807";"";"";
"130";"46813420";"Точка доступа №130";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.767233";"55.696675";"";"";
"131";"46813422";"Точка доступа №131";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766936";"55.696969";"";"";
"132";"46813423";"Точка доступа №132";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766605";"55.697219";"";"";
"133";"46813425";"Точка доступа №133";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766141";"55.697508";"";"";
"134";"46813426";"Точка доступа №134";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.765839";"55.697814";"";"";
"135";"46813428";"Точка доступа №135";"Юго-Восточный административный округ";"район Кузьминки";"ГАУК города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.765525";"55.697981";"";"";
"12";"46813435";"Точка доступа №12";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574307";"55.764532";"";"";
"13";"46813437";"Точка доступа №13";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578062";"55.763280";"";"";
"14";"46813439";"Точка доступа №14";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578416";"55.762923";"";"";
"15";"46813440";"Точка доступа №15";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575348";"55.762805";"";"";
"16";"46813442";"Точка доступа №16";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575552";"55.762832";"";"";
"17";"46813443";"Точка доступа №17";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575627";"55.762648";"";"";
"18";"46813445";"Точка доступа №18";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575418";"55.762632";"";"";
"19";"46813446";"Точка доступа №19";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574672";"55.763307";"";"";
"20";"46813448";"Точка доступа №20";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574983";"55.763337";"";"";
"21";"46813449";"Точка доступа №21";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575772";"55.762197";"";"";
"22";"46813450";"Точка доступа №22";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574329";"55.764810";"";"";
"23";"46813452";"Точка доступа №23";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576914";"55.761174";"";"";
"24";"46813453";"Точка доступа №24";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.579468";"55.762681";"";"";
"25";"46813455";"Точка доступа №25";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575917";"55.763461";"";"";
"26";"46813456";"Точка доступа №26";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576013";"55.765155";"";"";
"27";"46813458";"Точка доступа №27";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578953";"55.761840";"";"";
"28";"46813459";"Точка доступа №28";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578218";"55.761099";"";"";
"29";"46813461";"Точка доступа №29";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578443";"55.761226";"";"";
"30";"46813462";"Точка доступа №30";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.57861";"55.761317";"";"";
"31";"46813464";"Точка доступа №31";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576512";"55.761238";"";"";
"32";"46813465";"Точка доступа №32";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584813";"55.764210";"";"";
"33";"46813467";"Точка доступа №33";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575992";"55.764931";"";"";
"34";"46813468";"Точка доступа №34";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584796";"55.763953";"";"";
"35";"46813469";"Точка доступа №35";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583777";"55.764267";"";"";
"36";"46813471";"Точка доступа №36";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583525";"55.764071";"";"";
"37";"46813472";"Точка доступа №37";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582613";"55.762522";"";"";
"38";"46813474";"Точка доступа №38";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582323";"55.762643";"";"";
"39";"46813475";"Точка доступа №39";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576217";"55.764780";"";"";
"40";"46813477";"Точка доступа №40";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582004";"55.762801";"";"";
"41";"46813478";"Точка доступа №41";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.581591";"55.762858";"";"";
"42";"46813480";"Точка доступа №42";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.580634";"55.762798";"";"";
"43";"46813481";"Точка доступа №43";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.579632";"55.763175";"";"";
"44";"46813483";"Точка доступа №44";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584888";"55.763714";"";"";
"45";"46813485";"Точка доступа №45";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582543";"55.763870";"";"";
"46";"46813486";"Точка доступа №46";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.580375";"55.763412";"";"";
"47";"46813488";"Точка доступа №47";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.580790";"55.763543";"";"";
"48";"46813489";"Точка доступа №48";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584110";"55.764204";"";"";
"49";"46813491";"Точка доступа №49";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576582";"55.764496";"";"";
"50";"46813492";"Точка доступа №50";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583150";"55.762395";"";"";
"51";"46813494";"Точка доступа №51";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582771";"55.761273";"";"";
"52";"46813495";"Точка доступа №52";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576635";"55.761202";"";"";
"53";"46813497";"Точка доступа №53";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575225";"55.763062";"";"";
"54";"46813498";"Точка доступа №54";"Центральный административный округ";"Пресненский район";"ГАУ города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574806";"55.763975";"";"";
"162";"46813500";"Точка доступа №162";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.454351";"55.859992";"";"";
"163";"46813502";"Точка доступа №163";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.454737";"55.859654";"";"";
"164";"46813503";"Точка доступа №164";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.451175";"55.859171";"";"";
"165";"46813505";"Точка доступа №165";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.450943";"55.857687";"";"";
"166";"46813506";"Точка доступа №166";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.451376";"55.858411";"";"";
"167";"46813508";"Точка доступа №167";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.453276";"55.858809";"";"";
"175";"46813513";"Точка доступа №175";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.45566";"55.855598";"";"";
"176";"46813514";"Точка доступа №176";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.453579";"55.85526";"";"";
"177";"46813516";"Точка доступа №177";"Северо-Западный административный округ";"район Северное Тушино";"ГАУК города Москвы «Музейно-парковый комплекс «Северное Тушино», парк «Северное Тушино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.45345";"55.854476";"";"";
"178";"46813517";"Точка доступа №178";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.670191";"55.798910";"";"";
"179";"46813519";"Точка доступа №179";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.670325";"55.799113";"";"";
"180";"46813520";"Точка доступа №180";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.670346";"55.799306";"";"";
"181";"46813522";"Точка доступа №181";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.670765";"55.798862";"";"";
"182";"46813523";"Точка доступа №182";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.671382";"55.799025";"";"";
"183";"46813525";"Точка доступа №183";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.677014";"55.792534";"";"";
"184";"46813526";"Точка доступа №184";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.677363";"55.792601";"";"";
"185";"46813528";"Точка доступа №185";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.677932";"55.792712";"";"";
"186";"46813529";"Точка доступа №186";"Восточный административный округ";"район Сокольники";"ГАУК города Москвы «Парк культуры и отдыха «Сокольники»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.678162";"55.792637";"";"";
